Channels,Time Slot,Week Days,All Individuals,Dettol TG,18-45_Male_Female,Males ,Females,RPM,CPRP,Timeband
A PLUS,07:00 - 07:30,Friday,0.01,0.03,0.01,0.01,0.01,"2,125","35,417",Early Morning
A PLUS,07:00 - 07:30,Saturday,0.02,0.03,0.02,0.02,0.01,"2,125","35,417",Early Morning
A PLUS,07:30 - 08:00,Sunday,0.01,0.01,0.01,0.01,0.01,"2,125","106,250",Early Morning
A PLUS,07:30 - 08:00,Monday,0.01,0.07,0.02,0,0.02,"2,125","15,179",Early Morning
A PLUS,07:30 - 08:00,Tuesday,0.01,0,0,0.01,0,"2,125",0,Early Morning
A PLUS,07:30 - 08:00,Wednesday,0,0,0,0,0,"2,125",0,Early Morning
A PLUS,07:30 - 08:00,Thursday,0.01,0,0.01,0,0.01,"2,125",0,Early Morning
A PLUS,07:30 - 08:00,Friday,0.02,0.06,0.02,0.01,0.03,"2,125","17,708",Early Morning
A PLUS,07:30 - 08:00,Saturday,0.02,0.02,0.02,0.02,0.01,"2,125","53,125",Early Morning
A PLUS,08:00 - 08:30,Sunday,0,0,0,0,0,"2,125",0,Morning Time
A PLUS,08:00 - 08:30,Monday,0.02,0.08,0.02,0.01,0.03,"2,125","13,281",Morning Time
A PLUS,08:00 - 08:30,Tuesday,0.01,0.02,0,0,0.01,"2,125","53,125",Morning Time
A PLUS,08:00 - 08:30,Wednesday,0.03,0.01,0.01,0.03,0.03,"2,125","106,250",Morning Time
A PLUS,08:00 - 08:30,Thursday,0.01,0,0,0,0.01,"2,125",0,Morning Time
A PLUS,08:00 - 08:30,Friday,0.01,0.05,0.02,0.01,0.02,"2,125","21,250",Morning Time
A PLUS,08:00 - 08:30,Saturday,0.01,0,0.01,0.02,0.01,"2,125",0,Morning Time
A PLUS,08:30 - 09:00,Sunday,0,0,0,0,0,"2,125",0,Morning Time
A PLUS,08:30 - 09:00,Monday,0.02,0.06,0.03,0.01,0.03,"2,125","17,708",Morning Time
A PLUS,08:30 - 09:00,Tuesday,0.01,0,0.01,0.01,0.01,"2,125",0,Morning Time
A PLUS,08:30 - 09:00,Wednesday,0.01,0.02,0.01,0.01,0.01,"2,125","53,125",Morning Time
A PLUS,08:30 - 09:00,Thursday,0.03,0.03,0.03,0.01,0.04,"2,125","35,417",Morning Time
A PLUS,08:30 - 09:00,Friday,0.01,0.04,0.02,0.01,0.02,"2,125","26,563",Morning Time
A PLUS,08:30 - 09:00,Saturday,0.01,0,0.01,0.02,0.01,"2,125",0,Morning Time
A PLUS,09:00 - 09:30,Sunday,0.03,0.01,0.03,0.03,0.03,"5,525","276,250",Morning Time
A PLUS,09:00 - 09:30,Monday,0.05,0.11,0.06,0.04,0.06,"5,525","25,114",Morning Time
A PLUS,09:00 - 09:30,Tuesday,0.02,0.01,0.02,0.02,0.02,"5,525","276,250",Morning Time
A PLUS,09:00 - 09:30,Wednesday,0.06,0.1,0.07,0.04,0.08,"5,525","27,625",Morning Time
A PLUS,09:00 - 09:30,Thursday,0.08,0.06,0.08,0.06,0.11,"5,525","46,042",Morning Time
A PLUS,09:00 - 09:30,Friday,0.05,0.02,0.04,0.04,0.05,"5,525","138,125",Morning Time
A PLUS,09:00 - 09:30,Saturday,0.02,0,0.03,0.03,0.01,"5,525",0,Morning Time
A PLUS,09:30 - 10:00,Sunday,0.06,0.03,0.06,0.06,0.06,"5,525","92,083",Morning Time
A PLUS,09:30 - 10:00,Monday,0.08,0.16,0.09,0.07,0.09,"5,525","17,266",Morning Time
A PLUS,09:30 - 10:00,Tuesday,0.05,0.03,0.04,0.04,0.05,"5,525","92,083",Morning Time
A PLUS,09:30 - 10:00,Wednesday,0.07,0.08,0.07,0.07,0.07,"5,525","34,531",Morning Time
A PLUS,09:30 - 10:00,Thursday,0.14,0.09,0.13,0.11,0.16,"5,525","30,694",Morning Time
A PLUS,09:30 - 10:00,Friday,0.07,0.08,0.08,0.07,0.07,"5,525","34,531",Morning Time
A PLUS,09:30 - 10:00,Saturday,0.04,0.06,0.04,0.04,0.04,"5,525","46,042",Morning Time
A PLUS,10:00 - 10:30,Sunday,0.03,0.07,0.03,0.02,0.03,"5,525","39,464",Morning Time
A PLUS,10:00 - 10:30,Monday,0.05,0.07,0.07,0.03,0.07,"5,525","39,464",Morning Time
A PLUS,10:00 - 10:30,Tuesday,0.03,0.04,0.03,0.02,0.04,"5,525","69,063",Morning Time
A PLUS,10:00 - 10:30,Wednesday,0.03,0.02,0.04,0.02,0.03,"5,525","138,125",Morning Time
A PLUS,10:00 - 10:30,Thursday,0.06,0.08,0.06,0.04,0.08,"5,525","34,531",Morning Time
A PLUS,10:00 - 10:30,Friday,0.09,0.08,0.1,0.08,0.1,"5,525","34,531",Morning Time
A PLUS,10:00 - 10:30,Saturday,0.1,0.15,0.13,0.05,0.15,"5,525","18,417",Morning Time
A PLUS,10:30 - 11:00,Sunday,0.02,0.07,0.03,0.02,0.02,"5,525","39,464",Morning Time
A PLUS,10:30 - 11:00,Monday,0.06,0.09,0.07,0.04,0.08,"5,525","30,694",Morning Time
A PLUS,10:30 - 11:00,Tuesday,0.03,0.06,0.03,0.02,0.05,"5,525","46,042",Morning Time
A PLUS,10:30 - 11:00,Wednesday,0.05,0.14,0.06,0.04,0.06,"5,525","19,732",Morning Time
A PLUS,10:30 - 11:00,Thursday,0.04,0.05,0.05,0.03,0.05,"5,525","55,250",Morning Time
A PLUS,10:30 - 11:00,Friday,0.09,0.23,0.1,0.05,0.13,"5,525","12,011",Morning Time
A PLUS,10:30 - 11:00,Saturday,0.08,0.21,0.11,0.06,0.1,"5,525","13,155",Morning Time
A PLUS,11:00 - 11:30,Sunday,0.02,0.05,0.02,0.01,0.03,"5,525","55,250",Morning Time
A PLUS,11:00 - 11:30,Monday,0.04,0.13,0.05,0.03,0.06,"5,525","21,250",Morning Time
A PLUS,11:00 - 11:30,Tuesday,0.07,0.06,0.1,0.02,0.12,"5,525","46,042",Morning Time
A PLUS,11:00 - 11:30,Wednesday,0.06,0.05,0.08,0.03,0.09,"5,525","55,250",Morning Time
A PLUS,11:00 - 11:30,Thursday,0.03,0.02,0.03,0.02,0.03,"5,525","138,125",Morning Time
A PLUS,11:00 - 11:30,Friday,0.02,0.08,0.03,0.02,0.03,"5,525","34,531",Morning Time
A PLUS,11:00 - 11:30,Saturday,0.13,0.24,0.19,0.08,0.18,"5,525","11,510",Morning Time
A PLUS,11:30 - 12:00,Sunday,0.02,0.04,0.03,0.01,0.04,"5,525","69,063",Morning Time
A PLUS,11:30 - 12:00,Monday,0.04,0.08,0.06,0.02,0.07,"5,525","34,531",Morning Time
A PLUS,11:30 - 12:00,Tuesday,0.03,0.04,0.04,0.02,0.05,"5,525","69,063",Morning Time
A PLUS,11:30 - 12:00,Wednesday,0.07,0.13,0.09,0.03,0.11,"5,525","21,250",Morning Time
A PLUS,11:30 - 12:00,Thursday,0.04,0.08,0.04,0.01,0.06,"5,525","34,531",Morning Time
A PLUS,11:30 - 12:00,Friday,0.07,0.06,0.09,0.04,0.1,"5,525","46,042",Morning Time
A PLUS,11:30 - 12:00,Saturday,0.07,0.14,0.1,0.07,0.08,"5,525","19,732",Morning Time
A PLUS,12:00 - 12:30,Sunday,0.05,0.1,0.07,0.02,0.07,"6,375","31,875",Afternoon
A PLUS,12:00 - 12:30,Monday,0.07,0.08,0.08,0.04,0.09,"6,375","39,844",Afternoon
A PLUS,12:00 - 12:30,Tuesday,0.03,0.06,0.04,0.01,0.05,"6,375","53,125",Afternoon
A PLUS,12:00 - 12:30,Wednesday,0.04,0.11,0.04,0.01,0.06,"6,375","28,977",Afternoon
A PLUS,12:00 - 12:30,Thursday,0.06,0.08,0.07,0.03,0.11,"6,375","39,844",Afternoon
A PLUS,12:00 - 12:30,Friday,0.06,0.04,0.07,0.03,0.08,"6,375","79,688",Afternoon
A PLUS,12:00 - 12:30,Saturday,0.05,0.07,0.07,0.05,0.04,"6,375","45,536",Afternoon
A PLUS,12:30 - 13:00,Sunday,0.05,0.08,0.07,0.03,0.07,"6,375","39,844",Afternoon
A PLUS,12:30 - 13:00,Monday,0.06,0.21,0.08,0.03,0.09,"6,375","15,179",Afternoon
A PLUS,12:30 - 13:00,Tuesday,0.03,0.04,0.04,0.02,0.05,"6,375","79,688",Afternoon
A PLUS,12:30 - 13:00,Wednesday,0.03,0.09,0.03,0.02,0.05,"6,375","35,417",Afternoon
A PLUS,12:30 - 13:00,Thursday,0.07,0.1,0.09,0.02,0.12,"6,375","31,875",Afternoon
A PLUS,12:30 - 13:00,Friday,0.03,0.03,0.04,0.02,0.05,"6,375","106,250",Afternoon
A PLUS,12:30 - 13:00,Saturday,0.04,0.04,0.05,0.03,0.04,"6,375","79,688",Afternoon
A PLUS,13:00 - 13:30,Sunday,0.03,0.09,0.04,0.02,0.04,"6,375","35,417",Afternoon
A PLUS,13:00 - 13:30,Monday,0.04,0.13,0.05,0.01,0.06,"6,375","24,519",Afternoon
A PLUS,13:00 - 13:30,Tuesday,0.04,0.1,0.05,0.02,0.06,"6,375","31,875",Afternoon
A PLUS,13:00 - 13:30,Wednesday,0.05,0.07,0.06,0.03,0.07,"6,375","45,536",Afternoon
A PLUS,13:00 - 13:30,Thursday,0.06,0.09,0.08,0.04,0.08,"6,375","35,417",Afternoon
A PLUS,13:00 - 13:30,Friday,0.05,0.04,0.04,0.04,0.05,"6,375","79,688",Afternoon
A PLUS,13:00 - 13:30,Saturday,0.07,0.11,0.09,0.05,0.09,"6,375","28,977",Afternoon
A PLUS,13:30 - 14:00,Sunday,0.07,0.17,0.08,0.04,0.09,"6,375","18,750",Afternoon
A PLUS,13:30 - 14:00,Monday,0.04,0.12,0.06,0.01,0.07,"6,375","26,563",Afternoon
A PLUS,13:30 - 14:00,Tuesday,0.05,0.11,0.06,0.02,0.07,"6,375","28,977",Afternoon
A PLUS,13:30 - 14:00,Wednesday,0.05,0.18,0.06,0.02,0.08,"6,375","17,708",Afternoon
A PLUS,13:30 - 14:00,Thursday,0.05,0.09,0.06,0.04,0.07,"6,375","35,417",Afternoon
A PLUS,13:30 - 14:00,Friday,0.05,0.06,0.05,0.05,0.05,"6,375","53,125",Afternoon
A PLUS,13:30 - 14:00,Saturday,0.09,0.12,0.11,0.06,0.13,"6,375","26,563",Afternoon
A PLUS,14:00 - 14:30,Sunday,0.07,0.17,0.09,0.05,0.1,"6,375","18,750",Afternoon
A PLUS,14:00 - 14:30,Monday,0.1,0.16,0.12,0.04,0.16,"6,375","19,922",Afternoon
A PLUS,14:00 - 14:30,Tuesday,0.06,0.08,0.07,0.05,0.06,"6,375","39,844",Afternoon
A PLUS,14:00 - 14:30,Wednesday,0.06,0.09,0.07,0.04,0.08,"6,375","35,417",Afternoon
A PLUS,14:00 - 14:30,Thursday,0.1,0.05,0.11,0.08,0.12,"6,375","63,750",Afternoon
A PLUS,14:00 - 14:30,Friday,0.04,0.05,0.04,0.05,0.03,"6,375","63,750",Afternoon
A PLUS,14:00 - 14:30,Saturday,0.05,0.14,0.05,0.04,0.07,"6,375","22,768",Afternoon
A PLUS,14:30 - 15:00,Sunday,0.08,0.2,0.1,0.05,0.12,"6,375","15,938",Afternoon
A PLUS,14:30 - 15:00,Monday,0.08,0.06,0.08,0.04,0.11,"6,375","53,125",Afternoon
A PLUS,14:30 - 15:00,Tuesday,0.05,0.05,0.06,0.04,0.06,"6,375","63,750",Afternoon
A PLUS,14:30 - 15:00,Wednesday,0.04,0.03,0.06,0.04,0.05,"6,375","106,250",Afternoon
A PLUS,14:30 - 15:00,Thursday,0.11,0.2,0.14,0.09,0.13,"6,375","15,938",Afternoon
A PLUS,14:30 - 15:00,Friday,0.04,0.06,0.04,0.05,0.04,"6,375","53,125",Afternoon
A PLUS,14:30 - 15:00,Saturday,0.06,0.06,0.07,0.06,0.06,"6,375","53,125",Afternoon
A PLUS,15:00 - 15:30,Sunday,0.07,0.12,0.09,0.05,0.08,"6,375","26,563",Afternoon
A PLUS,15:00 - 15:30,Monday,0.04,0.04,0.03,0.04,0.03,"6,375","79,688",Afternoon
A PLUS,15:00 - 15:30,Tuesday,0.04,0.06,0.04,0.03,0.05,"6,375","53,125",Afternoon
A PLUS,15:00 - 15:30,Wednesday,0.04,0.03,0.03,0.03,0.04,"6,375","106,250",Afternoon
A PLUS,15:00 - 15:30,Thursday,0.06,0.12,0.06,0.04,0.09,"6,375","26,563",Afternoon
A PLUS,15:00 - 15:30,Friday,0.08,0.08,0.07,0.07,0.08,"6,375","39,844",Afternoon
A PLUS,15:00 - 15:30,Saturday,0.1,0.13,0.12,0.09,0.12,"6,375","24,519",Afternoon
A PLUS,15:30 - 16:00,Sunday,0.07,0.09,0.09,0.04,0.1,"6,375","35,417",Afternoon
A PLUS,15:30 - 16:00,Monday,0.06,0.08,0.07,0.06,0.07,"6,375","39,844",Afternoon
A PLUS,15:30 - 16:00,Tuesday,0.05,0.05,0.04,0.03,0.07,"6,375","63,750",Afternoon
A PLUS,15:30 - 16:00,Wednesday,0.05,0.06,0.05,0.04,0.06,"6,375","53,125",Afternoon
A PLUS,15:30 - 16:00,Thursday,0.08,0.15,0.1,0.06,0.1,"6,375","21,250",Afternoon
A PLUS,15:30 - 16:00,Friday,0.08,0.09,0.08,0.07,0.1,"6,375","35,417",Afternoon
A PLUS,15:30 - 16:00,Saturday,0.11,0.14,0.12,0.12,0.1,"6,375","22,768",Afternoon
A PLUS,16:00 - 16:30,Sunday,0.05,0.04,0.06,0.02,0.09,"6,375","79,688",Afternoon
A PLUS,16:00 - 16:30,Monday,0.03,0.02,0.03,0.04,0.03,"6,375","159,375",Afternoon
A PLUS,16:00 - 16:30,Tuesday,0.05,0.02,0.04,0.03,0.06,"6,375","159,375",Afternoon
A PLUS,16:00 - 16:30,Wednesday,0.04,0.04,0.05,0.02,0.06,"6,375","79,688",Afternoon
A PLUS,16:00 - 16:30,Thursday,0.08,0.09,0.11,0.05,0.12,"6,375","35,417",Afternoon
A PLUS,16:00 - 16:30,Friday,0.06,0.07,0.05,0.04,0.08,"6,375","45,536",Afternoon
A PLUS,16:00 - 16:30,Saturday,0.11,0.1,0.13,0.06,0.16,"6,375","31,875",Afternoon
A PLUS,16:30 - 17:00,Sunday,0.05,0.15,0.07,0.02,0.07,"6,375","21,250",Afternoon
A PLUS,16:30 - 17:00,Monday,0.04,0.05,0.05,0.03,0.04,"6,375","63,750",Afternoon
A PLUS,16:30 - 17:00,Tuesday,0.02,0.01,0.02,0.01,0.03,"6,375","318,750",Afternoon
A PLUS,16:30 - 17:00,Wednesday,0.02,0.06,0.03,0.01,0.04,"6,375","53,125",Afternoon
A PLUS,16:30 - 17:00,Thursday,0.05,0.08,0.07,0.02,0.08,"6,375","39,844",Afternoon
A PLUS,16:30 - 17:00,Friday,0.03,0.02,0.03,0.01,0.05,"6,375","159,375",Afternoon
A PLUS,16:30 - 17:00,Saturday,0.08,0.08,0.09,0.06,0.1,"6,375","39,844",Afternoon
A PLUS,17:00 - 17:30,Sunday,0.02,0.04,0.01,0.01,0.02,"6,375","79,688",Pre-Prime
A PLUS,17:00 - 17:30,Monday,0.05,0.1,0.07,0.05,0.06,"6,375","31,875",Pre-Prime
A PLUS,17:00 - 17:30,Tuesday,0.02,0.03,0.02,0.02,0.02,"6,375","106,250",Pre-Prime
A PLUS,17:00 - 17:30,Wednesday,0.04,0.09,0.04,0.02,0.05,"6,375","35,417",Pre-Prime
A PLUS,17:00 - 17:30,Thursday,0.03,0.08,0.04,0.02,0.04,"6,375","39,844",Pre-Prime
A PLUS,17:00 - 17:30,Friday,0.08,0.09,0.09,0.06,0.11,"6,375","35,417",Pre-Prime
A PLUS,17:00 - 17:30,Saturday,0.08,0.1,0.1,0.06,0.1,"6,375","31,875",Pre-Prime
A PLUS,17:30 - 18:00,Sunday,0.03,0.01,0.02,0.03,0.02,"6,375","318,750",Pre-Prime
A PLUS,17:30 - 18:00,Monday,0.07,0.08,0.09,0.06,0.09,"6,375","39,844",Pre-Prime
A PLUS,17:30 - 18:00,Tuesday,0.02,0.02,0.02,0.02,0.02,"6,375","159,375",Pre-Prime
A PLUS,17:30 - 18:00,Wednesday,0.06,0.07,0.07,0.05,0.07,"6,375","45,536",Pre-Prime
A PLUS,17:30 - 18:00,Thursday,0.03,0.06,0.03,0.02,0.04,"6,375","53,125",Pre-Prime
A PLUS,17:30 - 18:00,Friday,0.05,0.06,0.05,0.03,0.06,"6,375","53,125",Pre-Prime
A PLUS,17:30 - 18:00,Saturday,0.06,0.05,0.08,0.05,0.08,"6,375","63,750",Pre-Prime
A PLUS,18:00 - 18:30,Sunday,0.02,0.01,0.02,0.02,0.02,"7,013","350,650",Pre-Prime
A PLUS,18:00 - 18:30,Monday,0.06,0.15,0.07,0.04,0.09,"7,013","23,377",Pre-Prime
A PLUS,18:00 - 18:30,Tuesday,0.02,0.05,0.02,0.01,0.03,"7,013","70,130",Pre-Prime
A PLUS,18:00 - 18:30,Wednesday,0.06,0.09,0.07,0.04,0.08,"7,013","38,961",Pre-Prime
A PLUS,18:00 - 18:30,Thursday,0.03,0.03,0.04,0.04,0.02,"7,013","116,883",Pre-Prime
A PLUS,18:00 - 18:30,Friday,0.04,0.05,0.05,0.02,0.07,"7,013","70,130",Pre-Prime
A PLUS,18:00 - 18:30,Saturday,0.06,0.02,0.06,0.04,0.08,"7,013","175,325",Pre-Prime
A PLUS,18:30 - 19:00,Sunday,0.03,0.04,0.03,0.02,0.04,"7,013","87,663",Pre-Prime
A PLUS,18:30 - 19:00,Monday,0.04,0.08,0.04,0.03,0.06,"7,013","43,831",Pre-Prime
A PLUS,18:30 - 19:00,Tuesday,0.02,0.04,0.02,0.02,0.03,"7,013","87,663",Pre-Prime
A PLUS,18:30 - 19:00,Wednesday,0.05,0.09,0.06,0.03,0.06,"7,013","38,961",Pre-Prime
A PLUS,18:30 - 19:00,Thursday,0.02,0,0.02,0.02,0.02,"7,013",0,Pre-Prime
A PLUS,18:30 - 19:00,Friday,0.04,0.05,0.04,0.03,0.05,"7,013","70,130",Pre-Prime
A PLUS,18:30 - 19:00,Saturday,0.03,0.02,0.03,0.02,0.04,"7,013","175,325",Pre-Prime
A PLUS,19:00 - 19:30,Sunday,0.04,0.01,0.04,0.02,0.05,"17,000","850,000",Prime Time
A PLUS,19:00 - 19:30,Monday,0.03,0.11,0.04,0.02,0.04,"17,000","77,273",Prime Time
A PLUS,19:00 - 19:30,Tuesday,0.02,0.03,0.02,0.02,0.03,"17,000","283,333",Prime Time
A PLUS,19:00 - 19:30,Wednesday,0.04,0.05,0.04,0.03,0.04,"17,000","170,000",Prime Time
A PLUS,19:00 - 19:30,Thursday,0.02,0.03,0.03,0.01,0.04,"17,000","283,333",Prime Time
A PLUS,19:00 - 19:30,Friday,0.01,0.02,0.02,0.01,0.02,"17,000","425,000",Prime Time
A PLUS,19:00 - 19:30,Saturday,0.03,0.02,0.03,0.03,0.04,"17,000","425,000",Prime Time
A PLUS,19:30 - 20:00,Sunday,0.04,0.04,0.04,0.03,0.05,"17,000","212,500",Prime Time
A PLUS,19:30 - 20:00,Monday,0.04,0.09,0.05,0.02,0.06,"17,000","94,444",Prime Time
A PLUS,19:30 - 20:00,Tuesday,0.03,0.03,0.03,0.02,0.03,"17,000","283,333",Prime Time
A PLUS,19:30 - 20:00,Wednesday,0.03,0.05,0.04,0.03,0.04,"17,000","170,000",Prime Time
A PLUS,19:30 - 20:00,Thursday,0.1,0.4,0.13,0.04,0.17,"17,000","21,250",Prime Time
A PLUS,19:30 - 20:00,Friday,0.02,0.03,0.02,0.02,0.01,"17,000","283,333",Prime Time
A PLUS,19:30 - 20:00,Saturday,0.04,0.03,0.03,0.03,0.04,"17,000","283,333",Prime Time
A PLUS,20:00 - 20:30,Sunday,0.06,0.11,0.07,0.05,0.07,"37,400","170,000",Prime Time
A PLUS,20:00 - 20:30,Monday,0.09,0.09,0.1,0.05,0.12,"37,400","207,778",Prime Time
A PLUS,20:00 - 20:30,Tuesday,0.06,0.09,0.07,0.05,0.07,"37,400","207,778",Prime Time
A PLUS,20:00 - 20:30,Wednesday,0.05,0.11,0.06,0.03,0.07,"37,400","170,000",Prime Time
A PLUS,20:00 - 20:30,Thursday,0.06,0.08,0.07,0.05,0.07,"37,400","233,750",Prime Time
A PLUS,20:00 - 20:30,Friday,0.07,0.13,0.07,0.04,0.1,"37,400","143,846",Prime Time
A PLUS,20:00 - 20:30,Saturday,0.06,0.11,0.07,0.04,0.08,"37,400","170,000",Prime Time
A PLUS,20:30 - 21:00,Sunday,0.06,0.12,0.07,0.03,0.09,"37,400","155,833",Prime Time
A PLUS,20:30 - 21:00,Monday,0.08,0.12,0.09,0.04,0.11,"37,400","155,833",Prime Time
A PLUS,20:30 - 21:00,Tuesday,0.12,0.21,0.15,0.06,0.19,"37,400","89,048",Prime Time
A PLUS,20:30 - 21:00,Wednesday,0.12,0.24,0.15,0.06,0.19,"37,400","77,917",Prime Time
A PLUS,20:30 - 21:00,Thursday,0.08,0.12,0.09,0.07,0.1,"37,400","155,833",Prime Time
A PLUS,20:30 - 21:00,Friday,0.11,0.26,0.12,0.06,0.16,"37,400","71,923",Prime Time
A PLUS,20:30 - 21:00,Saturday,0.12,0.27,0.15,0.08,0.16,"37,400","69,259",Prime Time
A PLUS,21:00 - 21:30,Sunday,0.04,0.04,0.04,0.03,0.05,"32,725","409,063",Prime Time
A PLUS,21:00 - 21:30,Monday,0.06,0.05,0.08,0.04,0.08,"32,725","327,250",Prime Time
A PLUS,21:00 - 21:30,Tuesday,0.09,0.17,0.1,0.04,0.13,"32,725","96,250",Prime Time
A PLUS,21:00 - 21:30,Wednesday,0.06,0.06,0.07,0.03,0.09,"32,725","272,708",Prime Time
A PLUS,21:00 - 21:30,Thursday,0.05,0.16,0.06,0.02,0.08,"32,725","102,266",Prime Time
A PLUS,21:00 - 21:30,Friday,0.05,0.13,0.06,0.02,0.08,"32,725","125,865",Prime Time
A PLUS,21:00 - 21:30,Saturday,0.03,0.07,0.03,0.02,0.03,"32,725","233,750",Prime Time
A PLUS,21:30 - 22:00,Sunday,0.05,0.07,0.06,0.03,0.07,"32,725","233,750",Prime Time
A PLUS,21:30 - 22:00,Monday,0.1,0.19,0.12,0.06,0.14,"32,725","86,118",Prime Time
A PLUS,21:30 - 22:00,Tuesday,0.05,0.13,0.06,0.03,0.07,"32,725","125,865",Prime Time
A PLUS,21:30 - 22:00,Wednesday,0.08,0.08,0.1,0.06,0.1,"32,725","204,531",Prime Time
A PLUS,21:30 - 22:00,Thursday,0.02,0.03,0.02,0.01,0.02,"32,725","545,417",Prime Time
A PLUS,21:30 - 22:00,Friday,0.04,0.16,0.05,0.02,0.06,"32,725","102,266",Prime Time
A PLUS,21:30 - 22:00,Saturday,0.05,0.03,0.05,0.05,0.05,"32,725","545,417",Prime Time
A PLUS,22:00 - 22:30,Sunday,0.09,0.21,0.11,0.05,0.14,"17,000","40,476",Post Prime
A PLUS,22:00 - 22:30,Monday,0.05,0.03,0.06,0.04,0.07,"17,000","283,333",Post Prime
A PLUS,22:00 - 22:30,Tuesday,0.07,0.12,0.09,0.04,0.1,"17,000","70,833",Post Prime
A PLUS,22:00 - 22:30,Wednesday,0.11,0.11,0.13,0.08,0.14,"17,000","77,273",Post Prime
A PLUS,22:00 - 22:30,Thursday,0.02,0.01,0.02,0.01,0.03,"17,000","850,000",Post Prime
A PLUS,22:00 - 22:30,Friday,0.04,0.07,0.05,0.03,0.04,"17,000","121,429",Post Prime
A PLUS,22:00 - 22:30,Saturday,0.1,0.09,0.11,0.08,0.11,"17,000","94,444",Post Prime
A PLUS,22:30 - 23:00,Sunday,0.06,0.07,0.07,0.05,0.07,"17,000","121,429",Post Prime
A PLUS,22:30 - 23:00,Monday,0.06,0.08,0.08,0.04,0.08,"17,000","106,250",Post Prime
A PLUS,22:30 - 23:00,Tuesday,0.05,0.08,0.06,0.04,0.05,"17,000","106,250",Post Prime
A PLUS,22:30 - 23:00,Wednesday,0.05,0.05,0.05,0.04,0.05,"17,000","170,000",Post Prime
A PLUS,22:30 - 23:00,Thursday,0.03,0.03,0.03,0.01,0.04,"17,000","283,333",Post Prime
A PLUS,22:30 - 23:00,Friday,0.02,0.04,0.03,0.01,0.02,"17,000","212,500",Post Prime
A PLUS,22:30 - 23:00,Saturday,0.05,0.06,0.05,0.04,0.06,"17,000","141,667",Post Prime
A PLUS,23:00 - 23:30,Sunday,0.05,0.07,0.06,0.04,0.06,"7,013","50,093",Post Prime
A PLUS,23:00 - 23:30,Monday,0.02,0.03,0.02,0.01,0.03,"7,013","116,883",Post Prime
A PLUS,23:00 - 23:30,Tuesday,0.03,0.01,0.03,0.02,0.04,"7,013","350,650",Post Prime
A PLUS,23:00 - 23:30,Wednesday,0.03,0.04,0.03,0.04,0.03,"7,013","87,663",Post Prime
A PLUS,23:00 - 23:30,Thursday,0,0,0,0,0,"7,013",0,Post Prime
A PLUS,23:00 - 23:30,Friday,0.02,0.01,0.02,0.01,0.02,"7,013","350,650",Post Prime
A PLUS,23:00 - 23:30,Saturday,0.05,0.06,0.06,0.04,0.06,"7,013","58,442",Post Prime
A PLUS,23:30 - 24:00,Sunday,0.04,0.09,0.05,0.03,0.05,"7,013","38,961",Post Prime
A PLUS,23:30 - 24:00,Monday,0.02,0.03,0.02,0.02,0.02,"7,013","116,883",Post Prime
A PLUS,23:30 - 24:00,Tuesday,0.01,0.01,0.02,0.01,0.02,"7,013","350,650",Post Prime
A PLUS,23:30 - 24:00,Wednesday,0.02,0.03,0.02,0.03,0.02,"7,013","116,883",Post Prime
A PLUS,23:30 - 24:00,Thursday,0.02,0.04,0.03,0.02,0.02,"7,013","87,663",Post Prime
A PLUS,23:30 - 24:00,Friday,0.02,0.07,0.03,0.02,0.02,"7,013","50,093",Post Prime
A PLUS,23:30 - 24:00,Saturday,0.03,0.06,0.04,0.01,0.05,"7,013","58,442",Post Prime
GEO NEWS,00:00 - 00:30,Sunday,0.54,0.53,0.56,0.59,0.48,"36,100","34,057",Post Prime
GEO NEWS,00:00 - 00:30,Monday,0.44,0.6,0.47,0.41,0.48,"36,100","30,083",Post Prime
GEO NEWS,00:00 - 00:30,Tuesday,0.4,0.42,0.39,0.39,0.42,"36,100","42,976",Post Prime
GEO NEWS,00:00 - 00:30,Wednesday,0.42,0.46,0.43,0.42,0.42,"36,100","39,239",Post Prime
GEO NEWS,00:00 - 00:30,Thursday,0.37,0.47,0.41,0.38,0.37,"36,100","38,404",Post Prime
GEO NEWS,00:00 - 00:30,Friday,0.43,0.58,0.48,0.43,0.44,"36,100","31,121",Post Prime
GEO NEWS,00:00 - 00:30,Saturday,0.42,0.34,0.42,0.45,0.38,"36,100","53,088",Post Prime
GEO NEWS,00:30 - 01:00,Sunday,0.24,0.29,0.29,0.26,0.22,"36,100","62,241",Post Prime
GEO NEWS,00:30 - 01:00,Monday,0.23,0.3,0.23,0.21,0.25,"36,100","60,167",Post Prime
GEO NEWS,00:30 - 01:00,Tuesday,0.17,0.19,0.17,0.14,0.19,"36,100","95,000",Post Prime
GEO NEWS,00:30 - 01:00,Wednesday,0.24,0.32,0.25,0.27,0.22,"36,100","56,406",Post Prime
GEO NEWS,00:30 - 01:00,Thursday,0.19,0.21,0.2,0.21,0.17,"36,100","85,952",Post Prime
GEO NEWS,00:30 - 01:00,Friday,0.28,0.44,0.3,0.25,0.32,"36,100","41,023",Post Prime
GEO NEWS,00:30 - 01:00,Saturday,0.18,0.23,0.18,0.18,0.19,"36,100","78,478",Post Prime
GEO NEWS,01:00 - 01:30,Sunday,0.2,0.21,0.22,0.21,0.19,"10,400","24,762",Late Night
GEO NEWS,01:00 - 01:30,Monday,0.16,0.26,0.16,0.15,0.17,"10,400","20,000",Late Night
